user_id,entry_date,segment,device,region,age_group,period,month,stage1_date,stage2_date,stage3_date,stage4_date,stage5_date,conversion_date,converted,exit_stage,reached_stage2,reached_stage3,reached_stage4,reached_stage5
U009154,2024-04-27,Organic,Desktop,South,18-24,Post-Intervention,2024-04,2024-04-27,2024-04-29,2024-05-01,,,,0,Stage3,1,1,0,0
U009155,2024-06-22,Paid_Search,Mobile,Central,25-34,Post-Intervention,2024-06,2024-06-22,,,,,,0,Stage1,0,0,0,0
U009156,2024-04-11,Email,Mobile,North,35-44,Post-Intervention,2024-04,2024-04-11,,,,,,0,Stage1,0,0,0,0
U009157,2024-05-20,Paid_Search,Mobile,West,35-44,Post-Intervention,2024-05,2024-05-20,2024-05-22,,,,,0,Stage2,1,0,0,0
U009158,2024-04-13,Email,Mobile,North,35-44,Post-Intervention,2024-04,2024-04-13,2024-04-15,2024-04-17,,,,0,Stage3,1,1,0,0
U009159,2024-06-14,Email,Mobile,West,18-24,Post-Intervention,2024-06,2024-06-14,2024-06-16,2024-06-18,2024-06-20,2024-06-24,,0,Stage5,1,1,1,1
U009160,2024-03-05,Paid_Search,Mobile,South,35-44,Pre-Intervention,2024-03,2024-03-05,2024-03-07,2024-03-09,2024-03-09,2024-03-13,2024-03-13,1,Converted,1,1,1,1
U009161,2024-01-10,Organic,Desktop,Central,25-34,Pre-Intervention,2024-01,2024-01-10,2024-01-10,2024-01-11,,,,0,Stage3,1,1,0,0
U009162,2024-06-02,Organic,Desktop,South,35-44,Post-Intervention,2024-06,2024-06-02,2024-06-03,2024-06-05,2024-06-05,2024-06-09,2024-06-10,1,Converted,1,1,1,1
U009163,2024-04-06,Referral,Desktop,East,18-24,Post-Intervention,2024-04,2024-04-06,2024-04-07,,,,,0,Stage2,1,0,0,0
U009164,2024-04-05,Organic,Desktop,Central,18-24,Post-Intervention,2024-04,2024-04-05,,,,,,0,Stage1,0,0,0,0
U009165,2024-01-07,Referral,Desktop,Central,25-34,Pre-Intervention,2024-01,2024-01-07,2024-01-08,,,,,0,Stage2,1,0,0,0
U009166,2024-05-04,Social,Desktop,North,25-34,Post-Intervention,2024-05,2024-05-04,,,,,,0,Stage1,0,0,0,0
U009167,2024-02-20,Organic,Mobile,South,18-24,Pre-Intervention,2024-02,2024-02-20,2024-02-20,2024-02-21,,,,0,Stage3,1,1,0,0
U009168,2024-04-21,Social,Mobile,West,25-34,Post-Intervention,2024-04,2024-04-21,,,,,,0,Stage1,0,0,0,0
U009169,2024-06-12,Referral,Mobile,East,45-54,Post-Intervention,2024-06,2024-06-12,,,,,,0,Stage1,0,0,0,0
U009170,2024-02-07,Email,Mobile,Central,25-34,Pre-Intervention,2024-02,2024-02-07,2024-02-08,,,,,0,Stage2,1,0,0,0
U009171,2024-05-31,Organic,Desktop,Central,55+,Post-Intervention,2024-05,2024-05-31,2024-06-02,2024-06-03,,,,0,Stage3,1,1,0,0
U009172,2024-06-15,Referral,Desktop,Central,25-34,Post-Intervention,2024-06,2024-06-15,2024-06-16,2024-06-18,,,,0,Stage3,1,1,0,0
U009173,2024-03-03,Social,Desktop,North,18-24,Pre-Intervention,2024-03,2024-03-03,,,,,,0,Stage1,0,0,0,0
U009174,2024-02-06,Paid_Search,Desktop,Central,45-54,Pre-Intervention,2024-02,2024-02-06,2024-02-06,2024-02-07,,,,0,Stage3,1,1,0,0
U009175,2024-04-22,Paid_Search,Desktop,North,45-54,Post-Intervention,2024-04,2024-04-22,,,,,,0,Stage1,0,0,0,0
U009176,2024-03-05,Email,Mobile,East,25-34,Pre-Intervention,2024-03,2024-03-05,2024-03-06,2024-03-08,,,,0,Stage3,1,1,0,0
U009177,2024-04-29,Organic,Mobile,East,25-34,Post-Intervention,2024-04,2024-04-29,2024-05-01,2024-05-03,,,,0,Stage3,1,1,0,0
U009178,2024-04-05,Referral,Mobile,South,25-34,Post-Intervention,2024-04,2024-04-05,2024-04-05,2024-04-07,,,,0,Stage3,1,1,0,0
U009179,2024-02-03,Organic,Mobile,North,25-34,Pre-Intervention,2024-02,2024-02-03,2024-02-04,2024-02-05,2024-02-05,,,0,Stage4,1,1,1,0
U009180,2024-02-07,Email,Desktop,South,25-34,Pre-Intervention,2024-02,2024-02-07,2024-02-09,2024-02-10,,,,0,Stage3,1,1,0,0
U009181,2024-03-16,Referral,Mobile,South,25-34,Pre-Intervention,2024-03,2024-03-16,,,,,,0,Stage1,0,0,0,0
U009182,2024-04-05,Referral,Desktop,South,45-54,Post-Intervention,2024-04,2024-04-05,,,,,,0,Stage1,0,0,0,0
U009183,2024-01-14,Referral,Mobile,West,35-44,Pre-Intervention,2024-01,2024-01-14,,,,,,0,Stage1,0,0,0,0
U009184,2024-03-30,Referral,Desktop,West,18-24,Pre-Intervention,2024-03,2024-03-30,2024-03-31,2024-04-02,2024-04-04,2024-04-08,2024-04-08,1,Converted,1,1,1,1
U009185,2024-06-02,Organic,Mobile,North,45-54,Post-Intervention,2024-06,2024-06-02,,,,,,0,Stage1,0,0,0,0
U009186,2024-03-16,Social,Mobile,North,55+,Pre-Intervention,2024-03,2024-03-16,2024-03-17,,,,,0,Stage2,1,0,0,0
U009187,2024-05-11,Social,Mobile,East,25-34,Post-Intervention,2024-05,2024-05-11,,,,,,0,Stage1,0,0,0,0
U009188,2024-05-21,Paid_Search,Mobile,East,18-24,Post-Intervention,2024-05,2024-05-21,,,,,,0,Stage1,0,0,0,0
U009189,2024-05-02,Paid_Search,Mobile,North,18-24,Post-Intervention,2024-05,2024-05-02,2024-05-02,2024-05-04,,,,0,Stage3,1,1,0,0
U009190,2024-01-18,Organic,Mobile,South,35-44,Pre-Intervention,2024-01,2024-01-18,,,,,,0,Stage1,0,0,0,0
U009191,2024-03-31,Email,Mobile,North,25-34,Pre-Intervention,2024-03,2024-03-31,2024-04-01,,,,,0,Stage2,1,0,0,0
U009192,2024-02-19,Referral,Mobile,Central,45-54,Pre-Intervention,2024-02,2024-02-19,,,,,,0,Stage1,0,0,0,0
U009193,2024-03-20,Organic,Mobile,North,25-34,Pre-Intervention,2024-03,2024-03-20,2024-03-22,,,,,0,Stage2,1,0,0,0
U009194,2024-02-12,Organic,Desktop,West,25-34,Pre-Intervention,2024-02,2024-02-12,2024-02-12,,,,,0,Stage2,1,0,0,0
U009195,2024-01-26,Referral,Tablet,Central,45-54,Pre-Intervention,2024-01,2024-01-26,2024-01-26,2024-01-29,,,,0,Stage3,1,1,0,0
U009196,2024-05-23,Email,Mobile,South,35-44,Post-Intervention,2024-05,2024-05-23,,,,,,0,Stage1,0,0,0,0
U009197,2024-03-10,Organic,Desktop,West,45-54,Pre-Intervention,2024-03,2024-03-10,2024-03-10,,,,,0,Stage2,1,0,0,0
U009198,2024-01-07,Organic,Mobile,South,18-24,Pre-Intervention,2024-01,2024-01-07,2024-01-09,2024-01-10,,,,0,Stage3,1,1,0,0
U009199,2024-06-10,Paid_Search,Desktop,South,18-24,Post-Intervention,2024-06,2024-06-10,2024-06-12,2024-06-14,2024-06-14,2024-06-18,2024-06-19,1,Converted,1,1,1,1
U009200,2024-03-26,Organic,Mobile,North,45-54,Pre-Intervention,2024-03,2024-03-26,2024-03-28,2024-03-30,2024-03-31,,,0,Stage4,1,1,1,0
U009201,2024-06-08,Paid_Search,Mobile,West,35-44,Post-Intervention,2024-06,2024-06-08,2024-06-09,2024-06-11,,,,0,Stage3,1,1,0,0
U009202,2024-04-04,Paid_Search,Mobile,North,45-54,Post-Intervention,2024-04,2024-04-04,2024-04-04,2024-04-07,2024-04-09,2024-04-10,,0,Stage5,1,1,1,1
U009203,2024-04-22,Organic,Mobile,North,35-44,Post-Intervention,2024-04,2024-04-22,2024-04-23,,,,,0,Stage2,1,0,0,0
U009204,2024-04-20,Paid_Search,Desktop,East,25-34,Post-Intervention,2024-04,2024-04-20,2024-04-22,2024-04-23,,,,0,Stage3,1,1,0,0
U009205,2024-06-19,Paid_Search,Desktop,South,18-24,Post-Intervention,2024-06,2024-06-19,2024-06-21,2024-06-24,2024-06-26,2024-06-27,,0,Stage5,1,1,1,1
U009206,2024-02-09,Referral,Mobile,West,18-24,Pre-Intervention,2024-02,2024-02-09,,,,,,0,Stage1,0,0,0,0
U009207,2024-04-06,Paid_Search,Mobile,West,25-34,Post-Intervention,2024-04,2024-04-06,,,,,,0,Stage1,0,0,0,0
U009208,2024-03-25,Social,Desktop,Central,25-34,Pre-Intervention,2024-03,2024-03-25,,,,,,0,Stage1,0,0,0,0
U009209,2024-06-18,Organic,Desktop,South,25-34,Post-Intervention,2024-06,2024-06-18,,,,,,0,Stage1,0,0,0,0
U009210,2024-04-22,Social,Tablet,South,18-24,Post-Intervention,2024-04,2024-04-22,,,,,,0,Stage1,0,0,0,0
U009211,2024-06-11,Paid_Search,Desktop,West,45-54,Post-Intervention,2024-06,2024-06-11,2024-06-12,,,,,0,Stage2,1,0,0,0
U009212,2024-02-06,Organic,Tablet,North,18-24,Pre-Intervention,2024-02,2024-02-06,2024-02-06,,,,,0,Stage2,1,0,0,0
U009213,2024-02-20,Referral,Mobile,West,45-54,Pre-Intervention,2024-02,2024-02-20,2024-02-20,2024-02-23,,,,0,Stage3,1,1,0,0
U009214,2024-04-08,Social,Desktop,North,18-24,Post-Intervention,2024-04,2024-04-08,2024-04-09,,,,,0,Stage2,1,0,0,0
U009215,2024-04-10,Paid_Search,Mobile,West,25-34,Post-Intervention,2024-04,2024-04-10,2024-04-10,2024-04-11,2024-04-11,,,0,Stage4,1,1,1,0
U009216,2024-03-18,Paid_Search,Desktop,South,35-44,Pre-Intervention,2024-03,2024-03-18,2024-03-18,2024-03-19,,,,0,Stage3,1,1,0,0
U009217,2024-02-19,Organic,Mobile,West,35-44,Pre-Intervention,2024-02,2024-02-19,,,,,,0,Stage1,0,0,0,0
U009218,2024-04-17,Organic,Mobile,North,25-34,Post-Intervention,2024-04,2024-04-17,2024-04-19,2024-04-20,,,,0,Stage3,1,1,0,0
U009219,2024-04-16,Social,Desktop,East,25-34,Post-Intervention,2024-04,2024-04-16,2024-04-16,2024-04-18,,,,0,Stage3,1,1,0,0
U009220,2024-05-20,Social,Mobile,North,55+,Post-Intervention,2024-05,2024-05-20,2024-05-22,,,,,0,Stage2,1,0,0,0
U009221,2024-03-06,Social,Mobile,North,55+,Pre-Intervention,2024-03,2024-03-06,,,,,,0,Stage1,0,0,0,0
U009222,2024-02-23,Organic,Mobile,West,25-34,Pre-Intervention,2024-02,2024-02-23,2024-02-23,2024-02-24,2024-02-24,2024-02-25,2024-02-26,1,Converted,1,1,1,1
U009223,2024-05-03,Organic,Mobile,Central,35-44,Post-Intervention,2024-05,2024-05-03,2024-05-03,,,,,0,Stage2,1,0,0,0
U009224,2024-02-26,Organic,Desktop,East,25-34,Pre-Intervention,2024-02,2024-02-26,,,,,,0,Stage1,0,0,0,0
U009225,2024-04-29,Referral,Mobile,Central,45-54,Post-Intervention,2024-04,2024-04-29,,,,,,0,Stage1,0,0,0,0
U009226,2024-02-12,Organic,Tablet,East,35-44,Pre-Intervention,2024-02,2024-02-12,2024-02-14,2024-02-16,2024-02-16,2024-02-17,2024-02-19,1,Converted,1,1,1,1
U009227,2024-04-27,Organic,Tablet,West,35-44,Post-Intervention,2024-04,2024-04-27,,,,,,0,Stage1,0,0,0,0
U009228,2024-03-28,Referral,Mobile,West,35-44,Pre-Intervention,2024-03,2024-03-28,2024-03-30,2024-04-02,2024-04-03,2024-04-07,2024-04-08,1,Converted,1,1,1,1
U009229,2024-05-27,Referral,Mobile,West,55+,Post-Intervention,2024-05,2024-05-27,,,,,,0,Stage1,0,0,0,0
U009230,2024-05-22,Referral,Mobile,West,35-44,Post-Intervention,2024-05,2024-05-22,,,,,,0,Stage1,0,0,0,0
U009231,2024-05-20,Social,Mobile,West,25-34,Post-Intervention,2024-05,2024-05-20,2024-05-22,,,,,0,Stage2,1,0,0,0
U009232,2024-03-25,Paid_Search,Desktop,West,35-44,Pre-Intervention,2024-03,2024-03-25,,,,,,0,Stage1,0,0,0,0
U009233,2024-06-10,Referral,Tablet,West,35-44,Post-Intervention,2024-06,2024-06-10,2024-06-12,,,,,0,Stage2,1,0,0,0
U009234,2024-03-24,Referral,Desktop,West,45-54,Pre-Intervention,2024-03,2024-03-24,2024-03-26,2024-03-27,,,,0,Stage3,1,1,0,0
U009235,2024-06-19,Organic,Tablet,West,25-34,Post-Intervention,2024-06,2024-06-19,2024-06-21,,,,,0,Stage2,1,0,0,0
U009236,2024-05-30,Organic,Mobile,South,45-54,Post-Intervention,2024-05,2024-05-30,,,,,,0,Stage1,0,0,0,0
U009237,2024-05-13,Paid_Search,Desktop,Central,35-44,Post-Intervention,2024-05,2024-05-13,2024-05-15,,,,,0,Stage2,1,0,0,0
U009238,2024-03-12,Paid_Search,Mobile,North,35-44,Pre-Intervention,2024-03,2024-03-12,2024-03-14,,,,,0,Stage2,1,0,0,0
U009239,2024-03-03,Organic,Desktop,West,18-24,Pre-Intervention,2024-03,2024-03-03,,,,,,0,Stage1,0,0,0,0
U009240,2024-02-27,Organic,Desktop,East,35-44,Pre-Intervention,2024-02,2024-02-27,2024-02-27,2024-02-29,2024-03-01,,,0,Stage4,1,1,1,0
U009241,2024-03-10,Referral,Tablet,Central,45-54,Pre-Intervention,2024-03,2024-03-10,2024-03-11,2024-03-14,,,,0,Stage3,1,1,0,0
U009242,2024-03-17,Organic,Mobile,Central,25-34,Pre-Intervention,2024-03,2024-03-17,2024-03-18,2024-03-21,,,,0,Stage3,1,1,0,0
U009243,2024-04-13,Email,Desktop,Central,18-24,Post-Intervention,2024-04,2024-04-13,2024-04-13,2024-04-16,2024-04-17,2024-04-20,2024-04-20,1,Converted,1,1,1,1
U009244,2024-02-07,Paid_Search,Mobile,South,45-54,Pre-Intervention,2024-02,2024-02-07,2024-02-09,2024-02-10,2024-02-10,,,0,Stage4,1,1,1,0
U009245,2024-03-04,Referral,Desktop,North,25-34,Pre-Intervention,2024-03,2024-03-04,2024-03-05,2024-03-06,,,,0,Stage3,1,1,0,0
U009246,2024-01-26,Social,Mobile,West,18-24,Pre-Intervention,2024-01,2024-01-26,2024-01-28,2024-01-31,,,,0,Stage3,1,1,0,0
U009247,2024-05-09,Organic,Desktop,North,25-34,Post-Intervention,2024-05,2024-05-09,2024-05-10,2024-05-12,,,,0,Stage3,1,1,0,0
U009248,2024-04-12,Social,Mobile,East,25-34,Post-Intervention,2024-04,2024-04-12,,,,,,0,Stage1,0,0,0,0
U009249,2024-04-17,Referral,Mobile,Central,18-24,Post-Intervention,2024-04,2024-04-17,2024-04-19,,,,,0,Stage2,1,0,0,0
U009250,2024-03-25,Organic,Mobile,South,45-54,Pre-Intervention,2024-03,2024-03-25,2024-03-26,2024-03-27,2024-03-27,2024-03-29,2024-03-31,1,Converted,1,1,1,1
U009251,2024-05-03,Paid_Search,Desktop,West,25-34,Post-Intervention,2024-05,2024-05-03,2024-05-05,,,,,0,Stage2,1,0,0,0
U009252,2024-01-17,Paid_Search,Desktop,Central,35-44,Pre-Intervention,2024-01,2024-01-17,,,,,,0,Stage1,0,0,0,0
U009253,2024-03-21,Referral,Mobile,East,25-34,Pre-Intervention,2024-03,2024-03-21,2024-03-21,2024-03-23,2024-03-24,2024-03-28,2024-03-28,1,Converted,1,1,1,1
U009254,2024-04-16,Organic,Mobile,West,25-34,Post-Intervention,2024-04,2024-04-16,,,,,,0,Stage1,0,0,0,0
U009255,2024-05-01,Social,Desktop,South,35-44,Post-Intervention,2024-05,2024-05-01,2024-05-01,,,,,0,Stage2,1,0,0,0
U009256,2024-03-26,Paid_Search,Desktop,West,35-44,Pre-Intervention,2024-03,2024-03-26,2024-03-27,2024-03-28,,,,0,Stage3,1,1,0,0
U009257,2024-03-19,Paid_Search,Mobile,South,25-34,Pre-Intervention,2024-03,2024-03-19,2024-03-19,,,,,0,Stage2,1,0,0,0
U009258,2024-05-04,Referral,Mobile,North,35-44,Post-Intervention,2024-05,2024-05-04,,,,,,0,Stage1,0,0,0,0
U009259,2024-05-05,Organic,Mobile,Central,18-24,Post-Intervention,2024-05,2024-05-05,2024-05-06,,,,,0,Stage2,1,0,0,0
U009260,2024-05-30,Organic,Desktop,East,18-24,Post-Intervention,2024-05,2024-05-30,2024-05-30,2024-06-01,,,,0,Stage3,1,1,0,0
U009261,2024-04-20,Organic,Desktop,East,25-34,Post-Intervention,2024-04,2024-04-20,2024-04-20,2024-04-22,2024-04-22,2024-04-24,2024-04-25,1,Converted,1,1,1,1
U009262,2024-02-10,Paid_Search,Desktop,West,35-44,Pre-Intervention,2024-02,2024-02-10,,,,,,0,Stage1,0,0,0,0
U009263,2024-06-02,Email,Desktop,South,45-54,Post-Intervention,2024-06,2024-06-02,2024-06-03,2024-06-06,2024-06-07,,,0,Stage4,1,1,1,0
U009264,2024-01-22,Email,Desktop,East,35-44,Pre-Intervention,2024-01,2024-01-22,2024-01-22,,,,,0,Stage2,1,0,0,0
U009265,2024-01-22,Referral,Desktop,North,25-34,Pre-Intervention,2024-01,2024-01-22,2024-01-22,2024-01-25,2024-01-25,2024-01-27,,0,Stage5,1,1,1,1
U009266,2024-05-18,Social,Desktop,North,25-34,Post-Intervention,2024-05,2024-05-18,2024-05-19,,,,,0,Stage2,1,0,0,0
U009267,2024-05-06,Social,Mobile,North,25-34,Post-Intervention,2024-05,2024-05-06,,,,,,0,Stage1,0,0,0,0
U009268,2024-01-24,Social,Desktop,East,18-24,Pre-Intervention,2024-01,2024-01-24,,,,,,0,Stage1,0,0,0,0
U009269,2024-06-27,Organic,Mobile,South,25-34,Post-Intervention,2024-06,2024-06-27,2024-06-29,,,,,0,Stage2,1,0,0,0
U009270,2024-02-08,Organic,Desktop,Central,25-34,Pre-Intervention,2024-02,2024-02-08,2024-02-08,2024-02-09,,,,0,Stage3,1,1,0,0
U009271,2024-04-30,Organic,Desktop,West,55+,Post-Intervention,2024-04,2024-04-30,,,,,,0,Stage1,0,0,0,0
U009272,2024-02-15,Organic,Mobile,North,18-24,Pre-Intervention,2024-02,2024-02-15,,,,,,0,Stage1,0,0,0,0
U009273,2024-01-09,Email,Tablet,South,25-34,Pre-Intervention,2024-01,2024-01-09,2024-01-09,2024-01-11,2024-01-12,,,0,Stage4,1,1,1,0
U009274,2024-06-22,Social,Desktop,East,35-44,Post-Intervention,2024-06,2024-06-22,,,,,,0,Stage1,0,0,0,0
U009275,2024-06-24,Organic,Desktop,North,45-54,Post-Intervention,2024-06,2024-06-24,,,,,,0,Stage1,0,0,0,0
U009276,2024-06-28,Paid_Search,Desktop,North,35-44,Post-Intervention,2024-06,2024-06-28,,,,,,0,Stage1,0,0,0,0
U009277,2024-04-01,Referral,Tablet,North,25-34,Post-Intervention,2024-04,2024-04-01,,,,,,0,Stage1,0,0,0,0
U009278,2024-06-19,Referral,Desktop,East,45-54,Post-Intervention,2024-06,2024-06-19,,,,,,0,Stage1,0,0,0,0
U009279,2024-05-26,Social,Desktop,North,25-34,Post-Intervention,2024-05,2024-05-26,2024-05-26,2024-05-27,2024-05-27,,,0,Stage4,1,1,1,0
U009280,2024-03-20,Referral,Desktop,Central,18-24,Pre-Intervention,2024-03,2024-03-20,2024-03-21,2024-03-22,,,,0,Stage3,1,1,0,0
U009281,2024-01-10,Organic,Desktop,North,18-24,Pre-Intervention,2024-01,2024-01-10,2024-01-12,2024-01-13,,,,0,Stage3,1,1,0,0
U009282,2024-01-11,Email,Desktop,North,35-44,Pre-Intervention,2024-01,2024-01-11,2024-01-13,2024-01-14,,,,0,Stage3,1,1,0,0
U009283,2024-02-19,Paid_Search,Mobile,North,55+,Pre-Intervention,2024-02,2024-02-19,,,,,,0,Stage1,0,0,0,0
U009284,2024-02-13,Organic,Desktop,Central,45-54,Pre-Intervention,2024-02,2024-02-13,2024-02-14,2024-02-16,2024-02-16,2024-02-19,,0,Stage5,1,1,1,1
U009285,2024-05-31,Social,Mobile,East,35-44,Post-Intervention,2024-05,2024-05-31,,,,,,0,Stage1,0,0,0,0
U009286,2024-03-15,Organic,Desktop,South,18-24,Pre-Intervention,2024-03,2024-03-15,,,,,,0,Stage1,0,0,0,0
U009287,2024-06-06,Paid_Search,Desktop,North,55+,Post-Intervention,2024-06,2024-06-06,,,,,,0,Stage1,0,0,0,0
U009288,2024-05-14,Organic,Desktop,North,35-44,Post-Intervention,2024-05,2024-05-14,2024-05-14,2024-05-17,,,,0,Stage3,1,1,0,0
U009289,2024-03-13,Organic,Desktop,North,35-44,Pre-Intervention,2024-03,2024-03-13,2024-03-13,2024-03-14,2024-03-15,2024-03-18,,0,Stage5,1,1,1,1
U009290,2024-02-10,Email,Desktop,North,25-34,Pre-Intervention,2024-02,2024-02-10,2024-02-12,,,,,0,Stage2,1,0,0,0
U009291,2024-06-28,Referral,Mobile,West,18-24,Post-Intervention,2024-06,2024-06-28,,,,,,0,Stage1,0,0,0,0
U009292,2024-05-11,Email,Tablet,North,35-44,Post-Intervention,2024-05,2024-05-11,2024-05-11,2024-05-13,2024-05-15,2024-05-17,2024-05-19,1,Converted,1,1,1,1
U009293,2024-03-13,Paid_Search,Mobile,Central,45-54,Pre-Intervention,2024-03,2024-03-13,,,,,,0,Stage1,0,0,0,0
U009294,2024-01-09,Organic,Desktop,North,35-44,Pre-Intervention,2024-01,2024-01-09,2024-01-10,,,,,0,Stage2,1,0,0,0
U009295,2024-03-27,Organic,Mobile,Central,55+,Pre-Intervention,2024-03,2024-03-27,2024-03-29,2024-03-30,,,,0,Stage3,1,1,0,0
U009296,2024-06-26,Paid_Search,Desktop,West,18-24,Post-Intervention,2024-06,2024-06-26,,,,,,0,Stage1,0,0,0,0
U009297,2024-05-01,Organic,Mobile,South,18-24,Post-Intervention,2024-05,2024-05-01,,,,,,0,Stage1,0,0,0,0
U009298,2024-04-25,Paid_Search,Desktop,East,55+,Post-Intervention,2024-04,2024-04-25,,,,,,0,Stage1,0,0,0,0
U009299,2024-04-01,Social,Mobile,North,35-44,Post-Intervention,2024-04,2024-04-01,2024-04-03,2024-04-05,2024-04-06,2024-04-10,2024-04-11,1,Converted,1,1,1,1
U009300,2024-03-01,Referral,Desktop,East,25-34,Pre-Intervention,2024-03,2024-03-01,2024-03-02,,,,,0,Stage2,1,0,0,0
U009301,2024-06-19,Organic,Mobile,South,18-24,Post-Intervention,2024-06,2024-06-19,2024-06-20,,,,,0,Stage2,1,0,0,0
U009302,2024-02-23,Paid_Search,Mobile,East,25-34,Pre-Intervention,2024-02,2024-02-23,2024-02-23,2024-02-25,,,,0,Stage3,1,1,0,0
U009303,2024-02-08,Organic,Mobile,South,35-44,Pre-Intervention,2024-02,2024-02-08,,,,,,0,Stage1,0,0,0,0
U009304,2024-06-29,Referral,Desktop,North,55+,Post-Intervention,2024-06,2024-06-29,2024-06-29,2024-06-30,2024-06-30,2024-07-01,2024-07-03,1,Converted,1,1,1,1
U009305,2024-01-31,Email,Desktop,East,25-34,Pre-Intervention,2024-01,2024-01-31,2024-01-31,,,,,0,Stage2,1,0,0,0
U009306,2024-01-28,Referral,Desktop,West,45-54,Pre-Intervention,2024-01,2024-01-28,2024-01-29,2024-01-30,,,,0,Stage3,1,1,0,0
U009307,2024-02-08,Referral,Tablet,West,25-34,Pre-Intervention,2024-02,2024-02-08,2024-02-10,2024-02-11,,,,0,Stage3,1,1,0,0
U009308,2024-03-13,Organic,Desktop,Central,18-24,Pre-Intervention,2024-03,2024-03-13,2024-03-14,2024-03-17,2024-03-18,2024-03-20,2024-03-22,1,Converted,1,1,1,1
U009309,2024-05-03,Email,Desktop,South,18-24,Post-Intervention,2024-05,2024-05-03,2024-05-04,2024-05-06,,,,0,Stage3,1,1,0,0
U009310,2024-02-01,Organic,Mobile,South,45-54,Pre-Intervention,2024-02,2024-02-01,2024-02-03,2024-02-06,,,,0,Stage3,1,1,0,0
U009311,2024-06-20,Paid_Search,Tablet,South,18-24,Post-Intervention,2024-06,2024-06-20,2024-06-22,2024-06-25,2024-06-27,2024-06-30,,0,Stage5,1,1,1,1
U009312,2024-06-30,Paid_Search,Desktop,Central,55+,Post-Intervention,2024-06,2024-06-30,2024-06-30,,,,,0,Stage2,1,0,0,0
U009313,2024-05-01,Referral,Mobile,Central,25-34,Post-Intervention,2024-05,2024-05-01,2024-05-03,,,,,0,Stage2,1,0,0,0
U009314,2024-01-09,Referral,Desktop,Central,25-34,Pre-Intervention,2024-01,2024-01-09,2024-01-10,,,,,0,Stage2,1,0,0,0
U009315,2024-02-10,Referral,Mobile,North,18-24,Pre-Intervention,2024-02,2024-02-10,2024-02-11,2024-02-12,2024-02-13,2024-02-14,2024-02-14,1,Converted,1,1,1,1
U009316,2024-01-09,Organic,Desktop,West,25-34,Pre-Intervention,2024-01,2024-01-09,,,,,,0,Stage1,0,0,0,0
U009317,2024-03-05,Organic,Desktop,South,45-54,Pre-Intervention,2024-03,2024-03-05,2024-03-06,2024-03-07,,,,0,Stage3,1,1,0,0
U009318,2024-05-07,Referral,Mobile,West,25-34,Post-Intervention,2024-05,2024-05-07,,,,,,0,Stage1,0,0,0,0
U009319,2024-04-28,Referral,Mobile,Central,45-54,Post-Intervention,2024-04,2024-04-28,,,,,,0,Stage1,0,0,0,0
U009320,2024-06-17,Referral,Desktop,Central,18-24,Post-Intervention,2024-06,2024-06-17,,,,,,0,Stage1,0,0,0,0
U009321,2024-04-11,Organic,Mobile,South,35-44,Post-Intervention,2024-04,2024-04-11,2024-04-13,2024-04-15,,,,0,Stage3,1,1,0,0
U009322,2024-04-25,Paid_Search,Desktop,South,25-34,Post-Intervention,2024-04,2024-04-25,2024-04-25,,,,,0,Stage2,1,0,0,0
U009323,2024-03-24,Paid_Search,Mobile,East,45-54,Pre-Intervention,2024-03,2024-03-24,2024-03-26,,,,,0,Stage2,1,0,0,0
U009324,2024-06-30,Organic,Mobile,South,25-34,Post-Intervention,2024-06,2024-06-30,2024-07-01,,,,,0,Stage2,1,0,0,0
U009325,2024-06-17,Social,Desktop,South,45-54,Post-Intervention,2024-06,2024-06-17,,,,,,0,Stage1,0,0,0,0
U009326,2024-03-21,Social,Mobile,West,45-54,Pre-Intervention,2024-03,2024-03-21,,,,,,0,Stage1,0,0,0,0
U009327,2024-05-25,Social,Desktop,East,45-54,Post-Intervention,2024-05,2024-05-25,,,,,,0,Stage1,0,0,0,0
U009328,2024-06-28,Email,Desktop,East,18-24,Post-Intervention,2024-06,2024-06-28,2024-06-28,,,,,0,Stage2,1,0,0,0
U009329,2024-01-02,Paid_Search,Mobile,East,25-34,Pre-Intervention,2024-01,2024-01-02,,,,,,0,Stage1,0,0,0,0
U009330,2024-02-12,Social,Mobile,West,35-44,Pre-Intervention,2024-02,2024-02-12,2024-02-13,2024-02-15,,,,0,Stage3,1,1,0,0
U009331,2024-01-24,Paid_Search,Mobile,West,55+,Pre-Intervention,2024-01,2024-01-24,2024-01-25,,,,,0,Stage2,1,0,0,0
U009332,2024-03-26,Paid_Search,Mobile,North,18-24,Pre-Intervention,2024-03,2024-03-26,2024-03-26,,,,,0,Stage2,1,0,0,0
U009333,2024-01-11,Organic,Desktop,Central,25-34,Pre-Intervention,2024-01,2024-01-11,2024-01-11,2024-01-12,,,,0,Stage3,1,1,0,0
U009334,2024-05-11,Referral,Mobile,South,35-44,Post-Intervention,2024-05,2024-05-11,2024-05-13,,,,,0,Stage2,1,0,0,0
U009335,2024-05-06,Email,Desktop,South,45-54,Post-Intervention,2024-05,2024-05-06,2024-05-07,,,,,0,Stage2,1,0,0,0
U009336,2024-02-21,Social,Mobile,South,25-34,Pre-Intervention,2024-02,2024-02-21,2024-02-23,,,,,0,Stage2,1,0,0,0
U009337,2024-02-16,Referral,Mobile,East,35-44,Pre-Intervention,2024-02,2024-02-16,2024-02-17,,,,,0,Stage2,1,0,0,0
