finance_id,model_id,year,country,units_sold,total_revenue,profit,min_price,max_price,revenue_per_unit,average_profit_margin_pct,tax_rate_pct,import_duty_usd,local_manufacturing_cost_usd,marketing_expense_usd,r_and_d_expense_usd,warranty_cost_usd,dealer_commission_pct,currency,exchange_rate_to_usd,net_profit_usd,gross_margin_usd,operating_expense_usd,net_revenue_usd,tax_paid_usd,interest_expense_usd,cash_flow_usd,capital_expenditure_usd,depreciation_usd,amortization_usd,ebitda_usd,ebit_usd,net_income_usd,dividend_usd,shares_outstanding
2515,TataModel_36,2019,Japan,5216,213148442.91,62345919.55,10257.71,71582.97,40864.35,29.25,9.25,1013.79,12195.57,8393.80,7276.84,1004.45,5.17,USD,1.27,42629688.58,213135233.55,40143.61,213108299.30,19716230.97,8631.01,74040.81,45563.24,7968.33,4534.89,213120802.52,213112171.51,193395940.54,2962.09,4922240.00
2516,TataModel_36,2020,Japan,2625,13969331.12,2380374.02,9664.87,56944.58,5321.65,17.04,6.75,915.17,20442.93,7876.52,3277.33,2654.23,4.73,AUD,0.90,1437444.17,13947973.02,74925.54,13894405.58,942929.85,5967.08,68512.77,51576.21,9509.51,4006.16,13907921.25,13901954.17,12959024.32,4646.20,1952347.00
2517,TataModel_36,2021,Japan,900,24948167.74,4318527.84,9012.94,70712.15,27720.19,17.31,11.35,1177.95,3936.64,8882.06,13815.89,3602.91,7.64,JPY,1.36,1486910.80,24943053.15,55084.79,24893082.95,2831617.04,10235.14,65293.25,19437.93,6113.18,7066.73,24906262.86,24896027.72,22064410.68,4902.62,3357230.00
2518,TataModel_36,2022,Japan,6474,218692665.62,40873659.20,16173.42,69486.66,33780.15,18.69,10.19,1444.90,12443.74,5966.56,17389.82,2972.48,7.75,INR,1.36,18588876.58,218678776.98,55195.85,218637469.77,22284782.63,8916.62,50481.61,15970.96,11116.52,7564.12,218656150.41,218647233.79,196362451.16,3313.70,3260223.00
2519,TataModel_36,2023,Japan,373,10173752.77,2850685.53,19380.46,59487.65,27275.48,28.02,7.98,535.89,6985.04,14039.39,7223.13,5053.20,4.18,EUR,0.93,2038820.06,10166231.84,19706.75,10154046.02,811865.47,10512.45,94316.38,27011.00,1250.38,1043.84,10156340.24,10145827.79,9333962.32,1942.54,1783375.00
2520,TataModel_36,2024,Japan,405,25445232.21,2666660.34,12450.07,48106.16,62827.73,10.48,7.98,636.87,14007.82,7610.84,14467.14,2971.33,11.72,USD,1.25,636130.81,25430587.52,39765.92,25405466.29,2030529.53,2793.02,41174.69,50032.75,2433.15,1974.84,25409874.28,25407081.26,23376551.73,2565.51,1086887.00
2521,TataModel_37,2015,India,1610,30723503.65,8746981.49,5977.04,30412.87,19082.92,28.47,7.43,822.06,6356.53,12569.85,8103.24,1558.53,10.24,EUR,1.13,6464225.17,30716325.06,97399.65,30626104.00,2282756.32,1744.10,111515.19,33017.57,6429.72,3928.48,30636462.20,30634718.10,28351961.77,1167.03,4809046.00
2522,TataModel_37,2016,India,6813,449788650.70,90857307.44,19036.86,74061.98,66019.18,20.20,14.58,1371.73,4111.36,5626.83,13155.78,7237.91,11.30,GBP,0.93,25278122.17,449783167.61,16999.31,449771651.39,65579185.27,6408.64,81992.97,26542.42,3001.23,4348.84,449779001.46,449772592.82,384193407.55,3392.58,3514918.00
2523,TataModel_37,2017,India,5680,268967558.16,36875452.22,9862.79,38565.80,47353.44,13.71,19.30,158.44,11121.78,14225.57,17821.79,3416.34,3.97,INR,0.51,-15035286.50,268956277.94,62985.77,268904572.39,51910738.72,2808.33,103684.21,33339.22,4570.01,3512.05,268912654.45,268909846.12,216999107.39,3396.08,4790229.00
2524,TataModel_37,2018,India,1074,56732441.82,7942541.86,9939.71,32255.18,52823.50,14.00,15.69,1231.74,3731.44,7835.51,12906.72,1397.35,5.43,JPY,1.12,-958778.27,56727478.64,56876.90,56675564.92,8901320.12,9477.50,77988.23,27037.61,7042.02,1048.22,56683655.16,56674177.66,47772857.54,2804.47,3210779.00
2525,TataModel_37,2019,India,3056,196728982.70,47116591.36,14347.66,43022.71,64374.67,23.95,6.03,134.41,22990.56,11489.25,4448.82,3236.30,7.09,GBP,1.18,35253833.70,196705857.73,75142.32,196653840.38,11862757.66,10925.48,30699.88,36540.98,5984.29,690.75,196660515.42,196649589.94,184786832.29,2936.02,3632719.00
2526,TataModel_37,2020,India,4145,225124451.12,46825885.83,6699.44,60312.56,54312.29,20.80,9.08,778.25,3835.91,5711.21,6103.75,5924.02,6.37,INR,1.26,26384585.67,225119836.96,65939.27,225058511.85,20441300.16,2143.16,10771.77,26260.68,10180.97,6399.66,225075092.48,225072949.32,204631649.16,2091.90,1573586.00
2527,TataModel_37,2021,India,1762,40572712.90,6025047.87,11253.37,71594.83,23026.51,14.85,5.39,263.39,9702.23,8823.31,9617.26,5074.75,3.63,AUD,1.26,3838178.64,40562747.28,36191.12,40536521.78,2186869.23,6087.80,32010.71,27221.31,3777.86,6996.03,40547295.67,40541207.87,38354338.64,4098.82,4606662.00
2528,TataModel_37,2022,India,6398,345671849.20,98481909.84,6977.43,34567.88,54028.11,28.49,13.55,630.84,18224.10,4805.28,5939.97,5835.78,4.22,INR,0.97,51643374.27,345652994.26,67649.11,345604200.09,46838535.57,13167.54,74828.06,5748.17,6498.75,2535.48,345613234.32,345600066.78,298761531.21,4807.83,4119318.00
2529,TataModel_37,2023,India,6876,358111962.18,23277277.54,13661.36,56413.78,52081.44,6.50,17.55,163.63,7452.48,4068.26,6281.66,1716.98,8.57,AUD,0.88,-39571371.82,358104346.07,90354.67,358021607.51,62848649.36,4843.57,23815.20,12156.52,5648.14,581.40,358027837.05,358022993.48,295174344.12,1677.05,2496809.00
2530,TataModel_37,2024,India,997,11191733.66,3283654.66,10062.80,68801.76,11225.41,29.34,15.62,872.05,23910.53,1451.81,19019.51,7333.01,10.67,INR,1.24,1535505.86,11166951.08,75607.34,11116126.32,1748148.80,4852.82,67863.32,56654.43,1224.68,2867.08,11120218.08,11115365.26,9367216.46,1536.93,2466373.00
2531,TataModel_37,2015,USA,304,11843138.58,1157074.64,18188.61,50416.48,38957.69,9.77,8.90,456.06,5396.95,1289.56,10171.35,1533.73,7.83,GBP,0.53,103035.31,11837285.57,46109.04,11797029.54,1054039.33,13258.47,94734.50,18222.37,5202.90,4908.00,11807140.44,11793881.97,10739842.64,2089.18,4970835.00
2532,TataModel_37,2016,USA,4638,70351798.82,6296485.99,7806.50,57832.61,15168.56,8.95,6.31,480.29,9043.32,2125.12,15732.11,2161.61,7.83,JPY,1.16,1857287.49,70342275.21,21104.37,70330694.45,4439198.51,10542.20,52795.96,6755.83,1469.78,5540.76,70337704.99,70327162.79,65887964.28,4545.72,3434366.00
2533,TataModel_37,2017,USA,1855,19886361.20,2086079.29,14334.82,34421.12,10720.41,10.49,18.41,551.59,23614.98,4276.29,15157.07,5232.46,11.25,GBP,1.49,-1574999.81,19862194.63,72667.92,19813693.28,3661079.10,9814.54,81584.74,48784.76,6706.42,5829.01,19826228.71,19816414.17,16155335.08,1059.56,4791833.00
2534,TataModel_37,2018,USA,4044,278817005.06,36329855.76,5151.60,38735.31,68945.85,13.03,7.75,631.34,17725.43,1104.12,13258.51,4915.05,3.84,AUD,0.86,14721537.87,278798648.29,95553.59,278721451.47,21608317.89,11305.58,32733.15,23605.39,4365.75,7263.19,278733080.41,278721774.83,257113456.94,3927.62,4056158.00
2535,TataModel_37,2019,USA,4248,107151163.37,7822034.93,4677.88,67491.89,25223.91,7.30,5.31,1240.52,8915.93,4863.52,18233.19,5713.75,4.35,USD,0.57,2132308.15,107141006.92,28071.41,107123091.96,5689726.77,1495.64,15999.99,16678.99,1047.92,3729.43,107127869.31,107126373.67,101436646.89,4168.29,1579527.00
2536,TataModel_37,2020,USA,6840,438601007.55,24956397.33,15596.73,54544.47,64122.95,5.69,7.88,142.46,3349.53,2542.32,7005.57,3828.89,3.84,GBP,0.80,-9605362.07,438597515.56,93350.68,438507656.87,34561759.40,10911.97,25641.28,16037.32,9000.15,2334.23,438518991.25,438508079.28,403946319.89,1096.43,2627985.00
2537,TataModel_37,2021,USA,5922,296057845.44,15098950.12,15309.55,28943.61,49992.88,5.10,6.24,1234.31,3105.63,8491.06,14523.10,2636.34,9.97,EUR,0.84,-3375059.44,296053505.50,65307.78,295992537.66,18474009.56,14680.95,110321.48,10732.06,7578.85,1728.24,296001844.75,295987163.80,277513154.25,3558.50,4273957.00
2538,TataModel_37,2022,USA,3311,178770595.71,13640196.45,17124.65,46174.53,53992.93,7.63,16.72,649.37,9210.18,12602.08,9017.05,5193.53,11.27,AUD,1.45,-16250247.15,178760736.16,30934.79,178739660.92,29890443.60,13449.01,60674.65,42684.12,6876.12,894.45,178747431.49,178733982.48,148843538.88,2972.52,1021910.00
2539,TataModel_37,2023,USA,1932,76681902.51,17736524.05,12099.39,27633.35,39690.43,23.13,17.82,320.98,10017.73,12590.96,14298.12,4114.94,7.84,EUR,0.64,4071809.02,76671563.80,98715.16,76583187.35,13664715.03,10449.63,80872.67,8739.68,6225.01,2143.86,76591556.22,76581106.59,62916391.56,2397.38,1992106.00
2540,TataModel_37,2024,USA,6742,150029261.27,30080866.89,17586.96,36548.61,22252.93,20.05,14.16,289.44,7394.30,14875.30,9689.88,3311.03,7.27,JPY,1.35,8836723.49,150021577.53,90710.60,149938550.67,21244143.40,7267.21,108454.82,46889.85,6429.11,6657.36,149951637.14,149944369.93,128700226.54,3513.42,2408606.00
2541,TataModel_37,2015,UK,1211,84433628.93,5758373.49,6333.86,21275.35,69722.24,6.82,11.38,1395.32,5983.49,4669.67,6270.15,2840.00,11.99,JPY,0.67,-3850173.48,84426250.12,22724.05,84410904.88,9608546.97,7717.30,96466.37,8784.75,6110.78,6926.87,84423942.53,84416225.23,74807678.26,1146.43,1260259.00
2542,TataModel_37,2016,UK,3323,57063970.41,7560976.08,19420.31,51530.96,17172.43,13.25,6.15,701.70,24290.48,13481.34,3441.46,782.62,10.52,EUR,0.74,4051541.90,57038978.23,73562.17,56990408.24,3509434.18,13597.84,112625.50,19384.87,10511.12,1476.77,57002396.13,56988798.29,53479364.11,3188.27,4208582.00
2543,TataModel_37,2017,UK,6750,307552918.71,28417889.69,15211.13,37129.15,45563.40,9.24,16.20,631.87,10250.24,7374.83,19788.98,4387.22,11.97,USD,1.41,-21405683.14,307542036.60,61792.55,307491126.16,49823572.83,10295.42,107368.82,33582.41,10647.26,7803.34,307509576.76,307499281.34,257675708.51,4092.36,4760516.00
2544,TataModel_37,2018,UK,1930,88709896.70,24510544.46,5075.07,52253.91,45963.68,27.63,16.51,443.71,22287.45,1686.26,6422.54,2526.00,4.25,EUR,1.48,9864540.51,88687165.54,40934.35,88668962.35,14646003.94,10078.44,111189.50,10787.21,10649.05,2358.33,88681969.73,88671891.29,74025887.34,1449.87,3095019.00
2545,TataModel_37,2019,UK,4384,252804700.48,46819430.53,12948.24,59968.87,57665.31,18.52,16.38,1144.05,18477.22,2812.43,7205.66,7764.18,10.56,GBP,1.41,5410020.59,252785079.21,75719.12,252728981.36,41409409.94,13006.29,117709.29,15771.15,11704.74,3644.36,252744330.46,252731324.17,211321914.23,1127.67,3904145.00
2546,TataModel_37,2020,UK,2750,82932670.88,19655043.00,16998.00,22142.83,30157.33,23.70,9.86,788.31,24525.14,13806.36,8256.25,6099.32,3.50,INR,0.64,11477881.65,82907357.43,91497.70,82841173.18,8177161.35,12290.58,96048.62,41098.30,6085.88,5325.67,82852584.73,82840294.15,74663132.80,3257.89,3696652.00
2547,TataModel_37,2021,UK,6683,221072550.36,21178750.32,4799.08,56649.52,33079.84,9.58,19.10,496.33,9928.69,13149.51,18918.11,7739.02,3.78,AUD,1.28,-21046106.79,221062125.34,79440.94,220993109.42,42224857.12,13291.21,55985.88,12501.15,3869.63,6285.38,221003264.43,220989973.22,178765116.10,4662.34,3840519.00
2548,TataModel_37,2022,UK,3640,202071273.56,48295034.38,16102.68,60848.98,55514.09,23.90,16.23,277.18,3779.19,5173.98,7215.18,7173.19,6.56,INR,0.81,15498866.68,202067217.19,12940.88,202058332.68,32796167.70,14404.29,42044.19,48022.73,7184.39,1847.34,202067364.41,202052960.12,169256792.42,4402.74,4491007.00
2549,TataModel_37,2023,UK,214,7803388.91,1613740.83,9977.85,37228.02,36464.43,20.68,6.54,170.88,11304.36,5303.51,5478.72,4132.91,10.78,JPY,0.83,1103399.19,7791913.67,65741.77,7737647.14,510341.63,1508.13,63740.04,49221.22,11864.96,1651.74,7751163.84,7749655.71,7239314.08,1860.44,2662774.00
2550,TataModel_37,2024,UK,2986,136043642.21,30705050.05,10853.44,40864.69,45560.50,22.57,7.75,623.64,12606.88,2574.53,12485.21,3220.73,4.82,AUD,1.50,20161667.78,136030411.69,40113.77,136003528.44,10543382.27,13671.07,101112.29,43475.70,11384.89,7541.87,136022455.20,136008784.13,125465401.86,4124.43,4687065.00
2551,TataModel_37,2015,Germany,5574,114827768.77,26203696.83,11819.34,40374.79,20600.60,22.82,13.19,186.93,10445.76,6920.89,5710.36,5306.92,7.19,AUD,1.12,11057914.13,114817136.08,99112.73,114728656.04,15145782.70,12436.39,119535.68,32378.49,9663.74,7604.13,114745923.91,114733487.52,99587704.82,4329.27,4500979.00
2552,TataModel_37,2016,Germany,3711,113089479.14,23726172.72,15253.25,44175.83,30474.13,20.98,14.19,1018.20,6269.74,14381.47,17863.32,1715.17,9.41,GBP,0.60,7678775.63,113082191.20,60472.00,113029007.14,16047397.09,13799.53,79530.15,15324.10,1674.10,2359.86,113033041.10,113019241.57,96971844.48,3177.28,3803561.00
2553,TataModel_37,2017,Germany,992,59120205.90,15193892.92,7608.82,27135.86,59596.98,25.70,15.36,1156.83,20758.81,3151.47,11467.98,1824.25,5.99,AUD,1.43,6113029.29,59098290.26,46349.24,59073856.66,9080863.63,10822.91,94184.93,55832.86,8356.54,7205.65,59089418.85,59078595.94,49997732.31,2947.28,2424681.00
2554,TataModel_37,2018,Germany,2506,122061823.34,15013604.27,4985.39,58075.13,48707.83,12.30,5.64,1363.61,8553.20,5889.12,5243.67,5400.25,8.00,AUD,1.34,8129317.43,122051906.53,63742.16,121998081.18,6884286.84,6700.92,85141.00,7376.91,1606.04,7227.69,122006914.91,122000213.99,115115927.16,1059.89,4843009.00
2555,TataModel_37,2019,Germany,6822,234300326.19,43368990.38,10724.57,65678.73,34344.81,18.51,16.25,182.11,17326.93,1389.09,14355.36,3974.67,10.42,AUD,1.13,5295187.37,234282817.15,21683.40,234278642.79,38073803.01,5072.73,85829.61,6547.83,6450.33,6224.59,234291317.71,234286244.98,196212441.98,1542.96,1532517.00
2556,TataModel_37,2020,Germany,366,19500052.71,2634457.12,10841.37,47286.43,53278.83,13.51,6.26,786.18,7381.18,12454.96,4536.91,5526.72,11.66,USD,0.65,1413753.82,19491885.35,66904.93,19433147.78,1220703.30,13831.40,72191.64,58246.54,2352.75,744.17,19436244.70,19422413.30,18201710.00,1404.72,2150102.00
2557,TataModel_37,2021,Germany,951,19451286.04,3108315.51,16815.37,43424.66,20453.51,15.98,6.51,267.44,10994.86,3276.09,15511.45,6017.81,11.80,GBP,1.38,1842036.79,19440023.74,32164.22,19419121.82,1266278.72,6891.75,87182.81,35483.51,1952.00,2736.13,19423809.95,19416918.20,18150639.48,4411.71,1126652.00
2558,TataModel_37,2022,Germany,344,13918322.39,3352923.86,8346.18,64478.20,40460.24,24.09,13.99,826.76,11523.27,5608.37,14938.16,503.49,7.62,USD,1.47,1405750.56,13905972.36,49898.80,13868423.59,1947173.30,3128.93,47575.66,55128.37,5263.60,6410.75,13880097.94,13876969.01,11929795.71,1623.17,3830976.00
2559,TataModel_37,2023,Germany,736,50034310.52,4613163.43,11430.91,21060.16,67981.40,9.22,5.14,187.84,15692.09,2226.01,2100.23,6970.41,5.31,GBP,1.25,2041399.87,50018430.59,71152.39,49963158.13,2571763.56,13375.61,118956.13,38773.51,1360.19,4633.43,49969151.75,49955776.14,47384012.57,3192.96,4417063.00
2560,TataModel_37,2024,Germany,1980,110931020.09,18991390.64,16788.21,64169.20,56025.77,17.12,14.06,802.20,21211.45,14143.68,7462.53,3176.47,7.59,AUD,0.89,3394489.21,110909006.44,87888.69,110843131.40,15596901.42,11012.56,71085.12,54269.56,4262.54,778.02,110848171.96,110837159.40,95240257.97,1494.83,3713578.00
2561,TataModel_37,2015,France,1742,54794994.92,13013811.29,19737.14,51488.33,31455.22,23.75,12.35,1270.62,17817.27,14960.90,2674.58,2931.25,8.60,JPY,0.65,6246629.42,54775907.03,51898.84,54743096.08,6767181.87,9756.08,111548.37,17796.52,1544.66,2780.39,54747421.13,54737665.05,47970483.18,3618.95,4070155.00
2562,TataModel_37,2016,France,641,3956578.23,1137911.90,11412.64,21372.26,6172.51,28.76,14.39,704.80,5660.80,9562.65,12378.09,1152.00,4.09,USD,0.88,568560.29,3950212.63,58312.43,3898265.80,569351.61,8265.38,15291.05,6817.46,11368.01,2642.11,3912275.92,3904010.54,3334658.93,2997.93,3041917.00
2563,TataModel_37,2017,France,2256,129714529.25,15513857.70,10354.71,65226.77,57497.58,11.96,9.89,1191.57,15253.57,4159.84,9059.45,6005.91,9.47,EUR,0.91,2685090.76,129698084.11,78707.75,129635821.50,12828766.94,4523.14,34770.73,50207.38,11901.09,3502.75,129651225.34,129646702.20,116817935.26,1092.38,4964779.00
2564,TataModel_37,2018,France,5979,194249386.60,51845161.28,18400.27,20312.10,32488.61,26.69,14.10,1493.80,8195.45,10654.50,12642.25,554.03,7.43,AUD,1.06,24455997.77,194239697.35,17250.18,194232136.42,27389163.51,2551.58,14060.21,42668.80,8599.58,6669.16,194247405.16,194244853.58,166855690.07,4003.83,1515664.00
2565,TataModel_37,2019,France,4473,32157145.40,3955328.88,14354.16,27659.32,7189.17,12.30,16.64,999.52,8585.49,8951.31,4771.99,5025.92,4.25,AUD,0.81,-1395620.11,32147560.39,19043.74,32138101.66,5350949.00,13720.09,91536.19,41689.95,9751.67,6309.80,32154163.13,32140443.04,26789494.05,1571.98,4030913.00
2566,TataModel_37,2020,France,1188,33022877.28,2212532.78,15908.04,61576.02,27797.03,6.70,11.62,332.10,12303.25,7059.36,14893.01,6311.80,6.08,JPY,0.88,-1624725.56,33010241.93,74464.14,32948413.14,3837258.34,6197.56,114452.88,18104.96,4075.92,3785.84,32956274.90,32950077.34,29112819.00,3203.24,2420356.00
2567,TataModel_37,2021,France,541,13581859.25,909984.57,14929.63,68881.69,25105.10,6.70,15.21,726.89,11191.89,1761.01,7492.38,4784.43,10.34,EUR,0.78,-1155816.22,13569940.47,21804.89,13560054.36,2065800.79,1623.64,58107.41,48326.07,6968.12,4409.51,13571431.99,13569808.35,11504007.56,4068.94,4356123.00
2568,TataModel_37,2022,France,4056,115309293.75,32378849.68,12675.24,29944.88,28429.31,28.08,19.78,847.65,3446.28,2272.98,5135.89,1347.28,11.43,INR,1.40,9570671.38,115304999.82,94634.13,115214659.62,22808178.30,6098.04,92279.48,8209.28,10417.36,4638.44,115229715.42,115223617.38,92415439.07,2384.20,2968638.00
2569,TataModel_37,2023,France,3453,66068983.36,15995300.87,14243.01,59307.75,19133.79,24.21,17.26,292.57,24282.09,7891.87,12040.02,3150.54,7.20,INR,0.69,4591794.34,66044408.70,48747.33,66020236.03,11403506.53,14257.92,20384.84,18039.09,3940.78,608.30,66024785.11,66010527.19,54607020.66,4474.92,3308075.00
2570,TataModel_37,2024,France,1702,87412138.36,9720229.79,13459.91,27018.55,51358.48,11.12,6.48,942.26,18458.65,14771.34,12484.08,1221.54,6.83,GBP,0.63,4055923.22,87392737.45,72644.50,87339493.86,5664306.57,11273.47,63427.55,13235.84,10369.65,5767.46,87355630.97,87344357.50,81680050.93,4295.97,1167213.00
2571,TataModel_37,2015,Australia,3989,235469444.20,26490312.47,10688.61,64883.27,59029.69,11.25,14.32,1378.55,18121.57,13716.54,6640.48,4486.88,11.82,AUD,0.85,-7228911.94,235449944.08,68723.79,235400720.41,33719224.41,13816.11,11907.22,12349.29,5854.12,1130.67,235407705.20,235393889.09,201674664.68,4626.19,4961228.00
2572,TataModel_37,2016,Australia,3887,34576803.16,6382877.86,4931.59,56376.71,8895.50,18.46,12.07,161.40,10919.07,14062.47,17797.20,557.42,8.06,INR,1.31,2209457.72,34565722.69,80626.87,34496176.29,4173420.14,10022.40,75441.01,11945.74,11424.80,6706.84,34514307.93,34504285.53,30330865.39,1659.54,4047455.00
2573,TataModel_37,2017,Australia,5334,27729473.85,3679701.18,5912.31,48401.86,5198.63,13.27,15.20,1133.75,13907.71,4836.29,13936.64,7239.45,10.49,EUR,0.87,-535178.85,27714432.39,98406.40,27631067.45,4214880.03,4404.77,78507.01,31570.46,8534.91,4348.79,27643951.15,27639546.38,23424666.35,4639.27,4554539.00
2574,TataModel_37,2018,Australia,2838,156045163.20,14090878.24,17291.27,59073.07,54984.20,9.03,6.18,584.91,6490.81,6858.68,19698.21,2518.60,6.36,USD,1.06,4447287.15,156038087.48,41733.46,156003429.74,9643591.09,14866.65,32108.93,32627.02,11722.68,7378.64,156022531.06,156007664.41,146364073.33,3693.16,1436364.00
2575,TataModel_37,2019,Australia,2048,60274344.98,4755645.82,6891.69,62789.87,29430.83,7.89,14.52,475.22,6738.06,5335.35,9967.25,6885.90,6.58,EUR,1.12,-3996189.07,60267131.70,80643.21,60193701.77,8751834.89,6535.68,77188.22,39877.42,1150.16,603.64,60195455.57,60188919.89,51437085.00,3161.66,2614227.00
2576,TataModel_37,2020,Australia,4933,318160007.52,62582073.48,15432.07,70346.24,64496.25,19.67,12.91,1305.04,23032.49,6196.94,14988.74,2663.62,6.01,EUR,0.91,21507616.51,318135669.99,77712.50,318082295.02,41074456.97,12484.48,60208.78,21775.95,8331.63,7467.30,318098093.95,318085609.47,277011152.50,1273.57,2016860.00
2577,TataModel_37,2021,Australia,6571,363911852.95,48436667.63,17483.34,37974.65,55381.50,13.31,16.16,256.53,20442.23,2833.71,6474.07,2739.94,9.86,USD,1.47,-10371487.81,363891154.19,67706.32,363844146.63,58808155.44,3294.86,99980.54,55942.29,3456.82,5281.99,363852885.44,363849590.58,305041435.14,2102.47,4036169.00
2578,TataModel_37,2022,Australia,205,2535804.21,685427.88,16417.48,43609.06,12369.78,27.03,10.38,401.27,13659.95,6907.77,8513.56,3358.72,11.77,INR,1.30,422211.40,2521742.99,64580.89,2471223.32,263216.48,1429.06,18925.10,36308.88,11977.46,7982.72,2491183.50,2489754.44,2226537.96,3126.88,3839977.00
2579,TataModel_37,2023,Australia,4007,249147000.71,27406170.08,9627.04,32174.23,62177.94,11.00,12.73,933.64,10768.60,9297.97,14585.56,7622.15,4.89,INR,0.93,-4310243.11,249135298.47,38285.86,249108714.85,31716413.19,6966.68,58690.10,56464.21,7962.36,3447.06,249120124.27,249113157.59,217396744.40,1487.32,1015746.00
2580,TataModel_37,2024,Australia,1960,42048571.20,3805395.69,4891.03,25905.64,21453.35,9.05,5.75,837.94,24205.85,2250.22,6782.24,4962.98,7.79,AUD,0.87,1387602.85,42023527.41,74827.69,41973743.51,2417792.84,1003.77,78359.03,13912.96,4400.97,2956.65,41981101.13,41980097.36,39562304.51,3141.72,3917940.00
2581,TataModel_37,2015,Japan,3216,108712233.93,6892355.63,13142.50,43839.54,33803.56,6.34,11.20,474.24,17878.84,14274.88,13010.99,6904.67,11.11,JPY,1.28,-5283414.57,108693880.85,10141.58,108702092.35,12175770.20,5659.76,20847.24,13115.97,8990.95,3712.07,108714795.37,108709135.61,96533365.41,4073.20,3138970.00
2582,TataModel_37,2016,Japan,819,35575968.54,6393001.55,15827.14,61207.00,43438.30,17.97,12.91,715.90,20196.90,4613.57,2332.77,3201.96,3.49,JPY,0.57,1800144.01,35555055.74,77708.80,35498259.74,4592857.54,4364.40,44340.24,6936.13,4803.90,6390.78,35509454.42,35505090.02,30912232.48,1172.96,4665002.00
2583,TataModel_37,2017,Japan,5785,86294387.95,6549744.05,6537.18,28010.84,14916.92,7.59,19.82,892.27,3800.56,7731.49,18738.59,7995.61,10.36,USD,1.36,-10553803.65,86289695.12,80045.27,86214342.68,17103547.69,7743.66,53217.73,40863.96,10529.59,3531.42,86228403.69,86220660.03,69117112.34,1424.80,4312633.00
2584,TataModel_37,2018,Japan,2874,144048125.89,40693595.57,18042.66,34421.93,50121.13,28.25,14.05,1355.91,22666.61,7442.38,12333.81,2699.25,11.50,AUD,1.10,20454833.88,144024103.37,97021.44,143951104.45,20238761.69,12010.52,60788.44,58305.09,4273.03,7697.04,143963074.52,143951064.00,123712302.32,1004.74,2608338.00
2585,TataModel_37,2019,Japan,4470,190898786.70,27813953.22,6470.48,39735.03,42706.66,14.57,16.66,101.00,21491.94,12074.62,16126.62,7007.46,9.46,AUD,0.58,-3989784.64,190877193.76,36906.91,190861879.79,31803737.86,3265.54,91295.10,20867.35,6217.77,880.00,190868977.56,190865712.02,159061974.16,2256.18,2154900.00
2586,TataModel_37,2020,Japan,1942,12108313.97,1942173.56,10593.17,74344.63,6234.97,16.04,7.21,1190.12,15110.88,11575.43,3759.79,1426.03,3.26,JPY,1.32,1069164.12,12092012.97,62939.39,12045374.58,873009.44,12589.92,44345.16,32341.56,8772.67,1987.11,12056134.36,12043544.44,11170535.00,2821.92,3963830.00
2587,TataModel_37,2021,Japan,1914,19008969.85,5345322.32,7427.67,51753.08,9931.54,28.12,9.41,108.87,5150.74,5000.37,8938.97,602.61,5.88,JPY,0.82,3556578.26,19003710.24,74538.85,18934431.00,1788744.06,1161.45,36121.90,45997.01,11425.19,5459.24,18951315.43,18950153.98,17161409.91,2166.09,3178774.00
2588,TataModel_37,2022,Japan,5553,105426992.13,8212762.69,7504.77,24101.64,18985.59,7.79,5.83,149.61,24353.02,9151.64,13178.14,7654.68,10.98,USD,1.24,2066369.05,105402489.50,18947.24,105408044.89,6146393.64,8211.34,67285.07,41085.02,8059.29,6500.80,105422604.98,105414393.64,99268000.00,1184.92,1231620.00
2589,TataModel_37,2023,Japan,6585,177652741.25,37733442.24,8633.26,22519.16,26978.40,21.24,8.72,899.66,23728.89,2645.44,16515.91,1455.53,5.19,AUD,1.07,22242123.20,177628112.70,45233.62,177607507.63,15491319.04,12246.84,29497.61,44690.47,4830.41,3353.98,177615692.02,177603445.18,162112126.14,1647.08,2154813.00
2590,TataModel_37,2024,Japan,3236,166826621.68,42023626.00,5780.06,45880.84,51553.34,25.19,13.15,1444.20,13215.67,11525.94,17038.36,4990.41,7.24,USD,1.21,20085925.25,166811961.81,25815.97,166800805.71,21937700.75,5459.74,37495.53,34579.11,10248.62,5918.53,166816972.86,166811513.12,144873812.37,2451.10,1969494.00
2591,TataModel_38,2015,India,5448,150311396.09,19525450.35,17567.07,73279.34,27590.20,12.99,11.34,923.01,17118.95,4658.26,18408.61,6404.51,8.20,EUR,1.14,2480138.04,150293354.13,51853.46,150259542.63,17045312.32,13532.68,45263.13,50318.12,2841.32,4981.40,150267365.35,150253832.67,133208520.36,1062.78,3715914.00
2592,TataModel_38,2016,India,6782,149878823.09,44139313.40,5292.62,63692.42,22099.50,29.45,9.80,324.97,13772.62,3027.97,3161.88,2253.65,8.88,JPY,0.58,29451188.74,149864725.50,97463.82,149781359.27,14688124.66,3328.33,41793.72,18827.75,1163.85,1887.48,149784410.60,149781082.27,135092957.60,1343.06,3439278.00
2593,TataModel_38,2017,India,396,9120365.40,2011040.57,8249.58,72789.10,23031.23,22.05,14.80,1044.55,18936.38,13020.06,6091.50,4516.11,3.16,GBP,1.36,661226.49,9100384.47,35859.25,9084506.15,1349814.08,11118.89,94529.56,7842.56,1760.10,4281.15,9090547.40,9079428.51,7729614.43,2928.61,3306095.00
