car_model,salesperson_id,age_group,customer_gender,customer_income_group,customer_residence_type,is_first_time_buyer,loyalty_program_member,discount_reason,feedback_score,car_type,car_img_url,fuel_type,transmission,safety_rating,seating_capacity
TataModel_36,655,"Mature Adults",Female,Low,Suburban,FALSE,FALSE,Clearance,4.55,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_36.jpg,Hybrid,Manual,3.9,4-Seater
TataModel_12,35,"Early Mid-Age",Male,Medium,Rural,FALSE,TRUE,"No Discount",7.4,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_12.jpg,Petrol,CVT,4,8-Seater
TataModel_50,176,"Early Mid-Age",Other,Medium,Urban,TRUE,TRUE,Festival,3.58,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_50.jpg,Electric,Automatic,4.1,4-Seater
TataModel_22,435,"Early Mid-Age",Other,Medium,Urban,FALSE,FALSE,"New Model Launch",3.75,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_22.jpg,Electric,CVT,4.5,7-Seater
TataModel_36,949,"Early Mid-Age",Female,High,Suburban,FALSE,FALSE,"No Discount",4.5,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_36.jpg,Hybrid,Manual,3.9,4-Seater
TataModel_36,364,"Mature Adults",Male,High,Suburban,FALSE,FALSE,Clearance,8.36,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_36.jpg,Hybrid,Manual,3.9,4-Seater
TataModel_32,41,"Mature Adults",Other,Medium,Urban,FALSE,FALSE,Clearance,5.32,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_32.jpg,Electric,Automatic,4.7,7-Seater
TataModel_21,880,"Mature Adults",Other,Medium,Suburban,TRUE,FALSE,"No Discount",6.57,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_21.jpg,Electric,CVT,3.2,7-Seater
TataModel_14,834,"Young Adults",Other,Low,Urban,TRUE,FALSE,"New Model Launch",3.35,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_14.jpg,Diesel,Manual,2.9,5-Seater
TataModel_35,842,"Young Adults",Female,High,Rural,FALSE,FALSE,Clearance,3.42,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_35.jpg,Electric,Automatic,2.7,4-Seater
TataModel_5,338,"Early Mid-Age",Other,Low,Rural,FALSE,TRUE,"No Discount",6.58,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_5.jpg,Hybrid,Manual,3.3,8-Seater
TataModel_27,670,"Senior Adults",Other,Low,Rural,FALSE,FALSE,"New Model Launch",5.03,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_27.jpg,Hybrid,CVT,3.8,4-Seater
TataModel_21,552,"Early Mid-Age",Female,High,Urban,TRUE,FALSE,"No Discount",3.98,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_21.jpg,Electric,CVT,3.2,7-Seater
TataModel_19,431,"Senior Adults",Other,Medium,Urban,TRUE,FALSE,Festival,6.59,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_19.jpg,Diesel,Manual,4.3,4-Seater
TataModel_5,332,"Mature Adults",Female,High,Urban,FALSE,TRUE,Festival,5.66,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_5.jpg,Hybrid,Manual,3.3,8-Seater
TataModel_1,405,"Young Adults",Male,Low,Urban,TRUE,FALSE,Festival,5.52,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_1.jpg,Hybrid,Automatic,4.6,8-Seater
TataModel_22,393,"Mature Adults",Other,Low,Suburban,TRUE,FALSE,Festival,2.84,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_22.jpg,Electric,CVT,4.5,7-Seater
TataModel_26,93,"Early Mid-Age",Other,High,Urban,FALSE,TRUE,Festival,8.8,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_26.jpg,Petrol,CVT,3.8,5-Seater
TataModel_32,113,"Senior Adults",Female,Medium,Rural,FALSE,TRUE,"New Model Launch",6.75,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_32.jpg,Electric,Automatic,4.7,7-Seater
TataModel_24,80,"Mature Adults",Female,High,Suburban,TRUE,TRUE,"New Model Launch",7.98,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_24.jpg,Hybrid,Manual,4.7,5-Seater
TataModel_15,13,"Senior Adults",Female,High,Rural,TRUE,FALSE,"No Discount",8.34,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_15.jpg,Hybrid,Manual,3.8,8-Seater
TataModel_5,416,"Early Mid-Age",Female,High,Rural,FALSE,FALSE,"No Discount",8.29,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_5.jpg,Hybrid,Manual,3.3,8-Seater
TataModel_1,477,"Mature Adults",Other,High,Urban,TRUE,FALSE,Clearance,4.09,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_1.jpg,Hybrid,Automatic,4.6,8-Seater
TataModel_32,938,"Mature Adults",Male,Low,Urban,FALSE,TRUE,"No Discount",7.66,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_32.jpg,Electric,Automatic,4.7,7-Seater
TataModel_15,749,"Mature Adults",Female,Medium,Rural,TRUE,TRUE,Festival,8.18,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_15.jpg,Hybrid,Manual,3.8,8-Seater
TataModel_40,302,"Mature Adults",Male,Low,Rural,FALSE,FALSE,Clearance,2.8,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_40.jpg,Electric,Automatic,3.2,7-Seater
TataModel_21,115,"Early Mid-Age",Other,Medium,Suburban,FALSE,TRUE,"No Discount",1.53,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_21.jpg,Electric,CVT,3.2,7-Seater
TataModel_24,954,"Senior Adults",Male,Medium,Urban,TRUE,FALSE,Clearance,7.57,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_24.jpg,Hybrid,Manual,4.7,5-Seater
TataModel_30,311,"Young Adults",Male,High,Urban,FALSE,TRUE,"New Model Launch",5.18,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_30.jpg,Hybrid,CVT,4.3,5-Seater
TataModel_35,881,"Young Adults",Other,High,Rural,FALSE,FALSE,"No Discount",6.16,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_35.jpg,Electric,Automatic,2.7,4-Seater
TataModel_37,997,"Mature Adults",Male,Low,Rural,TRUE,TRUE,"New Model Launch",2.62,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_37.jpg,Electric,CVT,2.6,5-Seater
TataModel_50,90,"Young Adults",Female,Low,Rural,FALSE,TRUE,Clearance,7.46,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_50.jpg,Electric,Automatic,4.1,4-Seater
TataModel_33,292,"Senior Adults",Female,Low,Rural,TRUE,TRUE,Festival,4.31,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_33.jpg,Hybrid,Automatic,3.3,4-Seater
TataModel_8,882,"Senior Adults",Male,Low,Suburban,TRUE,TRUE,"No Discount",2.53,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_8.jpg,Electric,CVT,4.8,7-Seater
TataModel_47,603,"Young Adults",Other,High,Urban,TRUE,TRUE,Clearance,9.93,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_47.jpg,Petrol,Manual,3.8,8-Seater
TataModel_37,639,"Early Mid-Age",Other,Low,Urban,FALSE,TRUE,"No Discount",8.93,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_37.jpg,Electric,CVT,2.6,5-Seater
TataModel_31,173,"Early Mid-Age",Male,Medium,Urban,TRUE,TRUE,Clearance,8.36,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_31.jpg,Petrol,Manual,4.5,7-Seater
TataModel_19,820,"Young Adults",Female,High,Rural,TRUE,FALSE,Festival,8.94,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_19.jpg,Diesel,Manual,4.3,4-Seater
TataModel_23,439,"Early Mid-Age",Male,High,Rural,FALSE,FALSE,Clearance,4.2,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_23.jpg,Hybrid,Manual,4.5,8-Seater
TataModel_10,368,"Early Mid-Age",Female,Medium,Urban,FALSE,FALSE,"New Model Launch",9.67,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_10.jpg,Hybrid,Automatic,3.9,8-Seater
TataModel_16,136,"Early Mid-Age",Female,Medium,Rural,TRUE,FALSE,"New Model Launch",7.64,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_16.jpg,Petrol,Automatic,4.7,5-Seater
TataModel_1,247,"Senior Adults",Male,High,Suburban,FALSE,FALSE,"No Discount",5.36,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_1.jpg,Hybrid,Automatic,4.6,8-Seater
TataModel_35,856,"Mature Adults",Male,Low,Rural,FALSE,TRUE,Clearance,5.31,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_35.jpg,Electric,Automatic,2.7,4-Seater
TataModel_2,169,"Early Mid-Age",Male,Low,Urban,FALSE,FALSE,Clearance,7.54,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_2.jpg,Diesel,Manual,3.2,5-Seater
TataModel_27,312,"Young Adults",Other,High,Suburban,TRUE,TRUE,Clearance,2.34,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_27.jpg,Hybrid,CVT,3.8,4-Seater
TataModel_36,750,"Senior Adults",Female,Low,Urban,TRUE,TRUE,Clearance,7.01,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_36.jpg,Hybrid,Manual,3.9,4-Seater
TataModel_19,168,"Senior Adults",Female,High,Urban,FALSE,FALSE,Clearance,9.28,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_19.jpg,Diesel,Manual,4.3,4-Seater
TataModel_1,122,"Senior Adults",Other,Low,Urban,FALSE,FALSE,"New Model Launch",8.29,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_1.jpg,Hybrid,Automatic,4.6,8-Seater
TataModel_26,587,"Mature Adults",Female,High,Rural,TRUE,FALSE,"No Discount",8.97,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_26.jpg,Petrol,CVT,3.8,5-Seater
TataModel_26,140,"Early Mid-Age",Female,Low,Suburban,TRUE,FALSE,"No Discount",7.98,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_26.jpg,Petrol,CVT,3.8,5-Seater
TataModel_17,729,"Mature Adults",Other,High,Rural,FALSE,FALSE,"New Model Launch",1.7,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_17.jpg,Hybrid,Manual,4.4,5-Seater
TataModel_16,929,"Mature Adults",Female,High,Rural,TRUE,FALSE,Clearance,2.89,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_16.jpg,Petrol,Automatic,4.7,5-Seater
TataModel_49,670,"Early Mid-Age",Male,Medium,Urban,TRUE,TRUE,Festival,5.19,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_49.jpg,Hybrid,Manual,3,4-Seater
TataModel_45,854,"Senior Adults",Female,Low,Rural,TRUE,FALSE,Festival,2.73,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_45.jpg,Hybrid,CVT,3.4,8-Seater
TataModel_16,179,"Senior Adults",Other,Low,Urban,FALSE,TRUE,Festival,6.08,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_16.jpg,Petrol,Automatic,4.7,5-Seater
TataModel_50,471,"Senior Adults",Female,Medium,Rural,FALSE,FALSE,"No Discount",7.98,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_50.jpg,Electric,Automatic,4.1,4-Seater
TataModel_14,831,"Senior Adults",Female,Medium,Urban,TRUE,TRUE,Festival,6.13,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_14.jpg,Diesel,Manual,2.9,5-Seater
TataModel_26,363,"Senior Adults",Other,Low,Suburban,FALSE,TRUE,"No Discount",3.82,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_26.jpg,Petrol,CVT,3.8,5-Seater
TataModel_12,939,"Early Mid-Age",Male,Low,Rural,FALSE,TRUE,Clearance,4.35,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_12.jpg,Petrol,CVT,4,8-Seater
TataModel_16,947,"Senior Adults",Other,Low,Urban,FALSE,TRUE,"No Discount",2.14,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_16.jpg,Petrol,Automatic,4.7,5-Seater
TataModel_2,911,"Senior Adults",Other,High,Urban,TRUE,TRUE,"No Discount",1.33,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_2.jpg,Diesel,Manual,3.2,5-Seater
TataModel_16,189,"Senior Adults",Other,Medium,Urban,FALSE,FALSE,Festival,4.93,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_16.jpg,Petrol,Automatic,4.7,5-Seater
TataModel_41,806,"Senior Adults",Male,High,Suburban,FALSE,FALSE,"New Model Launch",4,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_41.jpg,Electric,Automatic,4,5-Seater
TataModel_31,910,"Mature Adults",Female,Medium,Urban,FALSE,TRUE,Clearance,1.51,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_31.jpg,Petrol,Manual,4.5,7-Seater
TataModel_28,903,"Mature Adults",Other,High,Rural,FALSE,FALSE,"New Model Launch",1.32,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_28.jpg,Electric,Automatic,4.5,5-Seater
TataModel_22,227,"Senior Adults",Female,High,Suburban,TRUE,TRUE,"No Discount",7.26,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_22.jpg,Electric,CVT,4.5,7-Seater
TataModel_8,937,"Mature Adults",Male,Medium,Suburban,TRUE,TRUE,"New Model Launch",3.51,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_8.jpg,Electric,CVT,4.8,7-Seater
TataModel_5,240,"Early Mid-Age",Other,Medium,Suburban,FALSE,TRUE,"New Model Launch",1.79,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_5.jpg,Hybrid,Manual,3.3,8-Seater
TataModel_22,410,"Early Mid-Age",Other,High,Suburban,TRUE,FALSE,"No Discount",3.69,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_22.jpg,Electric,CVT,4.5,7-Seater
TataModel_14,110,"Early Mid-Age",Female,Medium,Urban,TRUE,FALSE,"New Model Launch",8.77,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_14.jpg,Diesel,Manual,2.9,5-Seater
TataModel_21,484,"Early Mid-Age",Male,Low,Urban,TRUE,FALSE,Clearance,3.08,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_21.jpg,Electric,CVT,3.2,7-Seater
TataModel_13,481,"Mature Adults",Other,High,Suburban,FALSE,FALSE,Clearance,4.12,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_13.jpg,Electric,Automatic,5,4-Seater
TataModel_26,126,"Senior Adults",Female,Low,Suburban,TRUE,FALSE,Festival,5.98,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_26.jpg,Petrol,CVT,3.8,5-Seater
TataModel_8,736,"Young Adults",Other,Medium,Urban,TRUE,FALSE,Festival,8.34,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_8.jpg,Electric,CVT,4.8,7-Seater
TataModel_47,260,"Mature Adults",Other,Low,Suburban,TRUE,TRUE,"New Model Launch",5.06,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_47.jpg,Petrol,Manual,3.8,8-Seater
TataModel_10,860,"Senior Adults",Other,Low,Rural,TRUE,FALSE,"No Discount",3.8,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_10.jpg,Hybrid,Automatic,3.9,8-Seater
TataModel_5,624,"Mature Adults",Female,Low,Rural,TRUE,TRUE,Festival,2.08,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_5.jpg,Hybrid,Manual,3.3,8-Seater
TataModel_49,574,"Senior Adults",Male,Medium,Suburban,TRUE,FALSE,Festival,2.4,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_49.jpg,Hybrid,Manual,3,4-Seater
TataModel_18,756,"Young Adults",Male,Medium,Suburban,TRUE,TRUE,Clearance,9.6,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_18.jpg,Diesel,Automatic,4.2,7-Seater
TataModel_6,763,"Early Mid-Age",Male,High,Suburban,FALSE,TRUE,"No Discount",4.48,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_6.jpg,Electric,Automatic,2.9,5-Seater
TataModel_11,792,"Young Adults",Male,Low,Rural,TRUE,FALSE,"No Discount",3.55,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_11.jpg,Electric,CVT,2.7,8-Seater
TataModel_36,792,"Mature Adults",Male,High,Suburban,TRUE,FALSE,"New Model Launch",7.55,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_36.jpg,Hybrid,Manual,3.9,4-Seater
TataModel_20,364,"Mature Adults",Female,High,Urban,FALSE,FALSE,Festival,8.82,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_20.jpg,Diesel,Manual,3.4,8-Seater
TataModel_33,255,"Mature Adults",Female,High,Suburban,FALSE,TRUE,"No Discount",1.83,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_33.jpg,Hybrid,Automatic,3.3,4-Seater
TataModel_10,564,"Early Mid-Age",Other,High,Rural,FALSE,FALSE,Clearance,9.6,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_10.jpg,Hybrid,Automatic,3.9,8-Seater
TataModel_18,913,"Early Mid-Age",Male,Medium,Urban,FALSE,TRUE,"No Discount",5.13,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_18.jpg,Diesel,Automatic,4.2,7-Seater
TataModel_29,7,"Early Mid-Age",Female,High,Suburban,FALSE,TRUE,Clearance,5.49,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_29.jpg,Diesel,Manual,4.1,4-Seater
TataModel_25,91,"Senior Adults",Other,Medium,Rural,FALSE,FALSE,Clearance,6.07,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_25.jpg,Petrol,CVT,4.8,7-Seater
TataModel_48,484,"Young Adults",Other,High,Suburban,TRUE,FALSE,"New Model Launch",5.9,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_48.jpg,Hybrid,Manual,4.4,4-Seater
TataModel_46,964,"Mature Adults",Male,Medium,Urban,TRUE,TRUE,Festival,2.48,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_46.jpg,Petrol,Manual,2.8,4-Seater
TataModel_16,731,"Mature Adults",Female,Medium,Urban,FALSE,FALSE,Clearance,6.97,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_16.jpg,Petrol,Automatic,4.7,5-Seater
TataModel_39,54,"Senior Adults",Male,Medium,Suburban,FALSE,FALSE,"New Model Launch",2.25,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_39.jpg,Electric,Manual,3.9,4-Seater
TataModel_23,379,"Mature Adults",Female,High,Urban,FALSE,TRUE,"No Discount",8.26,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_23.jpg,Hybrid,Manual,4.5,8-Seater
TataModel_4,88,"Young Adults",Female,Low,Suburban,FALSE,FALSE,"New Model Launch",8.38,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_4.jpg,Diesel,Manual,4.6,8-Seater
TataModel_22,736,"Early Mid-Age",Other,Low,Suburban,TRUE,TRUE,Festival,6.48,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_22.jpg,Electric,CVT,4.5,7-Seater
TataModel_28,690,"Young Adults",Male,Low,Suburban,FALSE,FALSE,Clearance,6.59,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_28.jpg,Electric,Automatic,4.5,5-Seater
TataModel_37,37,"Senior Adults",Male,High,Rural,FALSE,TRUE,Clearance,1.93,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_37.jpg,Electric,CVT,2.6,5-Seater
TataModel_43,328,"Early Mid-Age",Female,High,Urban,FALSE,FALSE,"No Discount",9.65,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_43.jpg,Hybrid,Automatic,2.6,5-Seater
TataModel_38,569,"Early Mid-Age",Male,High,Urban,TRUE,FALSE,"No Discount",8.85,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_38.jpg,Diesel,Manual,3.7,5-Seater
TataModel_22,569,"Senior Adults",Female,High,Suburban,FALSE,FALSE,Clearance,5.37,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_22.jpg,Electric,CVT,4.5,7-Seater
TataModel_10,647,"Young Adults",Female,High,Rural,FALSE,TRUE,Festival,4.65,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_10.jpg,Hybrid,Automatic,3.9,8-Seater
TataModel_28,831,"Early Mid-Age",Other,Low,Urban,FALSE,TRUE,Clearance,8.34,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_28.jpg,Electric,Automatic,4.5,5-Seater
TataModel_33,318,"Senior Adults",Female,Medium,Rural,FALSE,TRUE,"No Discount",6.69,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_33.jpg,Hybrid,Automatic,3.3,4-Seater
TataModel_43,952,"Young Adults",Female,Medium,Rural,FALSE,FALSE,"New Model Launch",3.04,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_43.jpg,Hybrid,Automatic,2.6,5-Seater
TataModel_39,987,"Mature Adults",Male,High,Urban,FALSE,TRUE,Clearance,5.37,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_39.jpg,Electric,Manual,3.9,4-Seater
TataModel_44,528,"Senior Adults",Other,Low,Urban,TRUE,TRUE,"New Model Launch",1.72,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_44.jpg,Electric,Automatic,4.6,5-Seater
TataModel_36,684,"Young Adults",Other,High,Suburban,FALSE,TRUE,Festival,2.61,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_36.jpg,Hybrid,Manual,3.9,4-Seater
TataModel_18,327,"Mature Adults",Female,High,Rural,FALSE,FALSE,Clearance,1.74,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_18.jpg,Diesel,Automatic,4.2,7-Seater
TataModel_13,208,"Early Mid-Age",Male,High,Urban,TRUE,TRUE,Festival,5.24,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_13.jpg,Electric,Automatic,5,4-Seater
TataModel_30,526,"Senior Adults",Female,Medium,Rural,TRUE,TRUE,Festival,2.68,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_30.jpg,Hybrid,CVT,4.3,5-Seater
TataModel_22,459,"Early Mid-Age",Other,Medium,Suburban,FALSE,TRUE,Festival,4.78,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_22.jpg,Electric,CVT,4.5,7-Seater
TataModel_26,769,"Early Mid-Age",Other,High,Urban,TRUE,TRUE,Clearance,2.73,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_26.jpg,Petrol,CVT,3.8,5-Seater
TataModel_47,205,"Senior Adults",Male,High,Rural,TRUE,TRUE,Clearance,8.21,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_47.jpg,Petrol,Manual,3.8,8-Seater
TataModel_49,540,"Young Adults",Other,Low,Suburban,TRUE,FALSE,Clearance,8.39,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_49.jpg,Hybrid,Manual,3,4-Seater
TataModel_6,782,"Senior Adults",Female,High,Rural,FALSE,FALSE,Clearance,4.13,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_6.jpg,Electric,Automatic,2.9,5-Seater
TataModel_26,983,"Mature Adults",Other,High,Urban,FALSE,TRUE,"New Model Launch",9.55,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_26.jpg,Petrol,CVT,3.8,5-Seater
TataModel_13,389,"Senior Adults",Male,Low,Suburban,FALSE,TRUE,"New Model Launch",6.25,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_13.jpg,Electric,Automatic,5,4-Seater
TataModel_39,818,"Young Adults",Female,High,Urban,TRUE,FALSE,"No Discount",7.14,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_39.jpg,Electric,Manual,3.9,4-Seater
TataModel_9,305,"Senior Adults",Female,High,Rural,FALSE,TRUE,"New Model Launch",6,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_9.jpg,Electric,Automatic,4.2,7-Seater
TataModel_1,719,"Mature Adults",Male,Medium,Suburban,FALSE,FALSE,Clearance,4.39,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_1.jpg,Hybrid,Automatic,4.6,8-Seater
TataModel_18,408,"Senior Adults",Female,High,Rural,TRUE,TRUE,Clearance,2.32,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_18.jpg,Diesel,Automatic,4.2,7-Seater
TataModel_26,752,"Senior Adults",Male,High,Rural,FALSE,TRUE,Clearance,7.18,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_26.jpg,Petrol,CVT,3.8,5-Seater
TataModel_17,77,"Mature Adults",Male,Low,Rural,TRUE,TRUE,Festival,6.47,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_17.jpg,Hybrid,Manual,4.4,5-Seater
TataModel_40,738,"Senior Adults",Female,High,Suburban,FALSE,FALSE,Festival,3.82,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_40.jpg,Electric,Automatic,3.2,7-Seater
TataModel_39,904,"Early Mid-Age",Male,High,Suburban,FALSE,FALSE,Festival,2.85,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_39.jpg,Electric,Manual,3.9,4-Seater
TataModel_23,916,"Senior Adults",Female,Medium,Suburban,FALSE,TRUE,"New Model Launch",2.67,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_23.jpg,Hybrid,Manual,4.5,8-Seater
TataModel_8,535,"Mature Adults",Other,Medium,Urban,TRUE,FALSE,Clearance,9.77,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_8.jpg,Electric,CVT,4.8,7-Seater
TataModel_35,896,"Young Adults",Other,High,Urban,TRUE,TRUE,"No Discount",7.1,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_35.jpg,Electric,Automatic,2.7,4-Seater
TataModel_41,750,"Mature Adults",Female,Medium,Urban,TRUE,FALSE,Festival,6.77,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_41.jpg,Electric,Automatic,4,5-Seater
TataModel_28,636,"Senior Adults",Male,High,Urban,FALSE,TRUE,"No Discount",4.44,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_28.jpg,Electric,Automatic,4.5,5-Seater
TataModel_50,147,"Senior Adults",Male,High,Rural,FALSE,FALSE,Clearance,6.8,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_50.jpg,Electric,Automatic,4.1,4-Seater
